Cell	nCount_RNA	nFeature_RNA	Cluster
SRR5959806	84507	3371	4
SRR5967637	541365	2270	1
SRR5967805	595439	2258	1
SRR5959941	419946	5505	10
SRR5959896	252292	4145	4
SRR5958823	125595	3445	5
SRR5960414	4202561	4893	3
SRR5964913	2551	532	0
SRR5959910	295081	3994	4
SRR5959425	4955	518	0
SRR5960490	479243	5624	3
SRR5959076	1997	318	0
SRR5967894	764734	3130	1
SRR5959289	3157	408	0
SRR5960501	165833	5379	3
SRR5959290	6152	582	0
SRR5960173	88691	3690	4
SRR5959310	4895	522	0
SRR5959394	26884	942	0
SRR5961359	514340	3748	1
SRR5959070	1208	265	0
SRR5959287	17620	891	0
SRR5958691	126155	3794	5
SRR5957569	901591	5294	9
SRR5964914	5623	861	0
SRR5964883	5107	503	0
SRR5965014	11798	1208	0
SRR5960499	111299	3111	3
SRR5964646	15089	1361	0
SRR5959967	288314	4666	4
SRR5959318	26509	903	0
SRR5967706	339980	2854	1
SRR5960153	338694	4211	10
SRR5964882	93091	1588	0
SRR5959274	61088	1302	0
SRR5960613	1386597	7920	3
SRR5968155	8339	713	7
SRR5960308	367185	5614	3
SRR5961034	555844	5944	8
SRR5964874	1274	369	0
SRR5959850	626825	5586	10
SRR5958687	86599	3368	5
SRR5958946	404625	4359	5
SRR5961085	246945	4777	8
SRR5964781	11643	1125	0
SRR5961190	103257	5040	8
SRR5967760	405292	3128	1
SRR5959781	172617	4706	4
SRR5960318	3088743	5510	3
SRR5959114	68557	1384	0
SRR5960679	98543	3453	3
SRR5959769	599099	6129	10
SRR5959159	2030	355	0
SRR5967849	773099	2495	1
SRR5959342	14709	740	0
SRR5967867	719551	2630	1
SRR5960407	1237178	5047	3
SRR5959390	113638	1588	0
SRR5959245	59849	1040	0
SRR5965012	12100	1126	0
SRR5967729	681943	2579	1
SRR5959903	256756	4806	10
SRR5958802	47916	3845	5
SRR5960838	731118	7978	11
SRR5959018	1286143	4937	5
SRR5960427	383478	5071	3
SRR5961168	1281581	6600	8
SRR5960397	49370	3447	3
SRR5958932	120646	2157	5
SRR5957510	47894	2571	9
SRR5967647	509808	3632	1
SRR5961252	130593	5199	11
SRR5958979	147430	5129	5
SRR5959272	53072	1476	0
SRR5957572	152758	5871	9
SRR5959003	4933	1696	5
SRR5958748	1486971	3075	5
SRR5957581	50515	4451	9
SRR5958711	5795	1895	5
SRR5959732	353158	4854	4
SRR5960394	21978	2264	3
SRR5960362	1922	685	3
SRR5960438	61481	2832	3
SRR5959187	42991	1510	0
SRR5960383	31414	3202	3
SRR5957576	64062	4455	9
SRR5964704	19084	1440	0
SRR5961093	469731	5954	8
SRR5968092	15387	955	7
SRR5967905	471599	3715	1
SRR5960342	81021	3731	3
SRR5959402	6076	599	0
SRR5959417	6158	533	0
SRR5965018	15956	1505	0
SRR5958863	32511	3404	5
SRR5967732	1237468	3743	1
SRR5959292	2478	406	0
SRR5957375	169214	3691	9
SRR5960399	7964	1720	3
SRR5967956	1269216	5839	1
SRR5968210	64085	1575	7
SRR5958853	3275	1175	5
SRR5967999	930609	2425	7
SRR5958924	182959	3553	5
SRR5957393	44727	3207	9
SRR5964974	17148	1640	0
SRR5958739	8765	1397	5
SRR5965129	3721	691	0
SRR5958856	53992	4063	5
SRR5959205	33112	1157	0
SRR5959104	54308	1001	0
SRR5957491	150208	5309	9
SRR5960120	1411020	6148	10
SRR5960650	198241	5315	3
SRR5961079	441769	8231	11
SRR5967792	825738	4227	1
SRR5961012	502143	6654	8
SRR5959779	276280	4698	4
SRR5959742	298943	5361	10
SRR5967951	1056051	2923	1
SRR5959750	248061	3849	4
SRR5958732	1911406	4635	5
SRR5959106	15837	893	0
SRR5957592	403509	3941	9
SRR5964839	11721	1250	0
SRR5960691	1351638	7306	3
SRR5960480	642391	5489	3
SRR5960602	1858569	5937	3
SRR5961042	699110	7034	11
SRR5960396	5217	1238	3
SRR5964881	55414	1430	0
SRR5967852	573822	3688	1
SRR5958777	185632	2540	5
SRR5968208	11348	1147	7
SRR5959835	31233	2299	10
SRR5960353	219789	4994	3
SRR5967726	716335	2975	1
SRR5965092	5156	800	0
SRR5964740	4359	717	0
SRR5959381	29271	857	2
SRR5959951	473353	4334	4
SRR5965055	10304	1255	0
SRR5967844	676835	2636	1
SRR5959876	603422	5874	10
SRR5959957	200771	4725	4
SRR5959368	22054	996	0
SRR5960527	548478	5950	3
SRR5957374	89177	3651	9
SRR5958816	1719	789	5
SRR5965011	8309	1116	0
SRR5959353	4661	505	0
SRR5958837	310758	4759	5
SRR5959265	3577	388	0
SRR5967606	451374	3334	1
SRR5960759	2854581	6119	3
SRR5960504	120682	4665	3
SRR5961247	134692	4834	11
SRR5961477	495881	3192	1
SRR5959097	34804	1138	0
SRR5957337	333655	5719	9
SRR5967843	868467	3273	1
SRR5960857	173433	4899	8
SRR5960525	1867994	7404	3
SRR5961360	508887	3887	1
SRR5958896	94462	3954	5
SRR5957501	254362	5146	9
SRR5961331	487478	3704	1
SRR5958903	175344	5083	5
SRR5960522	256825	5291	3
SRR5959904	386491	5602	10
SRR5958798	73640	3729	5
SRR5960726	2494289	6154	3
SRR5960733	138197	4174	3
SRR5958697	19354	2317	5
SRR5968033	89276	2020	7
SRR5965040	12115	1017	0
SRR5957567	84072	5130	9
SRR5959988	445952	4164	4
SRR5959122	2486	410	0
SRR5958940	227411	3958	5
SRR5959199	19398	771	0
SRR5960578	901424	6353	3
SRR5959210	34418	952	0
SRR5961164	624258	5335	8
SRR5967616	1221386	3344	1
SRR5959138	37084	1271	0
SRR5965031	7422	914	0
SRR5958906	33546	2777	5
SRR5960645	41382	4414	3
SRR5965133	7597	870	0
SRR5967921	603921	2687	1
SRR5957391	39517	2985	9
SRR5960670	228905	5241	3
SRR5961033	729411	6004	8
SRR5958936	927049	4410	5
SRR5959185	29834	961	0
SRR5967700	968038	3666	1
SRR5960949	432444	5311	8
SRR5964871	1317	380	0
SRR5957418	14860	2485	9
SRR5960398	99330	4099	3
SRR5968094	95083	2008	7
SRR5959042	2209	360	0
SRR5960575	484981	5717	3
SRR5959782	406510	3836	4
SRR5960655	2396857	5799	3
SRR5957532	94930	5234	9
SRR5959911	341923	4222	4
SRR5967892	949160	3289	1
SRR5960210	420145	5478	10
SRR5960966	436772	4931	8
SRR5958810	8681	2068	5
SRR5960889	287061	6766	11
SRR5958663	1182486	6047	5
SRR5959366	7398	711	0
SRR5967532	433286	3491	1
SRR5957537	137813	5717	9
SRR5960657	714278	6643	3
SRR5959164	7480	571	0
SRR5960850	762922	7952	11
SRR5959860	283272	5386	10
SRR5960526	147499	4222	3
SRR5958734	35830	2584	5
SRR5957587	143654	5824	9
SRR5959784	702999	4342	4
SRR5959078	1029	274	0
SRR5959372	1030	209	0
SRR5960649	410911	3834	3
SRR5959921	604896	6923	10
SRR5964972	9517	1069	0
SRR5964879	8051	601	0
SRR5958682	2509757	4608	5
SRR5967801	696463	4169	1
SRR5967954	513532	3926	1
SRR5964996	7327	870	0
SRR5957531	29916	3736	9
SRR5961262	1390689	6446	8
SRR5960093	299024	5085	4
SRR5960212	218693	4367	4
SRR5961325	414067	3495	1
SRR5960564	183509	5554	3
SRR5958696	46848	3826	5
SRR5960984	720316	7799	11
SRR5960218	234041	4292	4
SRR5967754	676564	2868	1
SRR5967897	297002	2920	1
SRR5961166	640145	5433	8
SRR5959277	137964	921	2
SRR5968145	68344	1720	7
SRR5959238	21610	873	0
SRR5958907	1412024	5872	5
SRR5961424	833955	4381	1
SRR5961260	95119	3845	8
SRR5960418	271193	5671	3
SRR5958729	2060818	5244	5
SRR5968137	552854	1425	7
SRR5958656	903462	6591	5
SRR5957425	45202	3829	9
SRR5964815	10530	1055	0
SRR5967821	532255	2185	1
SRR5957352	44654	3710	9
SRR5967809	1019659	3698	1
SRR5960737	962928	6599	3
SRR5959324	19854	926	0
SRR5959816	299081	4595	4
SRR5960483	289403	5339	3
SRR5960884	635835	6281	8
SRR5960828	125078	4486	8
SRR5961037	1808067	6092	8
SRR5960326	391643	5607	3
SRR5957500	114670	4693	9
SRR5958702	16798	2539	5
SRR5959010	561594	3888	5
SRR5959046	59197	1110	0
SRR5959332	39318	885	0
SRR5960652	743991	5413	3
SRR5959027	50312	4140	5
SRR5960944	694418	5467	8
SRR5959129	935	245	0
SRR5959811	523317	4779	4
SRR5958796	56085	3332	5
SRR5959005	5784	1472	5
SRR5960141	87024	3257	4
SRR5959255	16929	932	0
SRR5958745	24013	2683	5
SRR5960930	845996	5414	8
SRR5964903	4792	636	0
SRR5964664	10012	970	0
SRR5960452	238966	2658	7
SRR5968214	269645	2138	7
SRR5964962	12808	1380	0
SRR5960286	985543	7175	3
SRR5958942	32339	3049	5
SRR5964754	13192	1261	0
SRR5959220	16494	928	0
SRR5959894	44377	2508	4
SRR5961161	804378	5835	8
SRR5959805	700025	6794	10
SRR5959069	39487	867	0
SRR5964774	6331	994	0
SRR5958800	12117	2191	5
SRR5967966	255983	2610	7
SRR5964848	31645	1826	0
SRR5967910	449293	3450	1
SRR5961404	581648	3786	1
SRR5967661	665087	2446	1
SRR5967656	696311	4268	1
SRR5961110	122801	5539	11
SRR5958813	4057	1450	5
SRR5967514	351346	2833	1
SRR5958676	62234	3986	5
SRR5961109	685384	6697	11
SRR5965122	10871	1327	0
SRR5958846	230329	5319	5
SRR5960877	493158	5996	8
SRR5960630	34755	2282	3
SRR5960536	105952	3331	3
SRR5958868	10069	1798	5
SRR5959084	23540	867	0
SRR5960351	439281	5743	3
SRR5958875	49142	3039	5
SRR5957451	56431	2893	9
SRR5960588	71947	3473	3
SRR5968126	114435	3185	7
SRR5959374	5039	453	0
SRR5960345	303947	5560	3
SRR5959057	8679	631	0
SRR5959167	2382	371	0
SRR5961229	332590	5435	8
SRR5959336	29428	872	0
SRR5960864	357205	4232	8
SRR5968141	143203	2132	7
SRR5960114	98453	3823	4
SRR5960401	102889	4713	3
SRR5960337	358403	5260	3
SRR5961264	438739	5690	8
SRR5958970	289323	4674	5
SRR5960448	283771	2814	7
SRR5958854	13917	2397	5
SRR5959855	431082	5737	10
SRR5958893	315131	5884	5
SRR5960078	375109	4995	4
SRR5968005	54950	2803	7
SRR5960341	130149	5239	3
SRR5957328	80212	5967	9
SRR5957505	58168	4929	9
SRR5959739	933593	6389	10
SRR5967557	576647	4258	1
SRR5961346	442758	3497	1
SRR5959109	2509	325	0
SRR5959889	281614	2709	4
SRR5960311	245813	6228	3
SRR5959230	834	210	0
SRR5964697	12814	1362	0
SRR5960051	70526	3507	4
SRR5957439	67424	2984	9
SRR5967747	949534	2840	1
SRR5959914	560745	4593	4
SRR5960424	228140	3992	3
SRR5960036	164316	3478	4
SRR5959335	2655	456	0
SRR5960097	378929	5088	4
SRR5959899	555694	7020	10
SRR5959252	17572	734	0
SRR5960364	244632	5765	3
SRR5961142	796434	6919	8
SRR5959350	11585	677	0
SRR5968056	18122	1592	7
SRR5959880	733154	5872	10
SRR5959882	523411	5916	10
SRR5961156	450307	5454	8
SRR5960329	386607	5756	3
SRR5957547	35930	2898	9
SRR5959893	229048	4835	4
SRR5960087	140146	3904	4
SRR5967546	511325	2534	1
SRR5958869	9673	1850	5
SRR5961231	348461	7167	11
SRR5959309	1215	243	0
SRR5957502	68454	3180	9
SRR5959227	27019	920	0
SRR5960439	72883	2980	3
SRR5958744	1183	392	5
SRR5958993	639099	4042	5
SRR5960048	247614	4817	4
SRR5958897	1263423	4646	5
SRR5958751	16047	2657	5
SRR5967800	528048	3949	1
SRR5957458	264500	5192	9
SRR5967832	509530	2595	1
SRR5959731	228470	3410	4
SRR5958814	50733	3555	5
SRR5967941	701996	4278	1
SRR5958987	252705	5345	5
SRR5958668	1069112	6665	5
SRR5967741	867641	5133	1
SRR5964679	16297	1448	0
SRR5959415	2685	336	0
SRR5957449	122428	3470	9
SRR5961272	98714	3797	8
SRR5967631	681772	2427	1
SRR5958762	2706000	6801	5
SRR5959993	576723	4882	8
SRR5958925	23999	2370	5
SRR5958930	865636	5898	5
SRR5958792	7505	1962	5
SRR5960287	215258	5150	3
SRR5961154	278398	5285	8
SRR5961022	246272	4527	8
SRR5959006	802960	3350	1
SRR5960587	108626	4067	3
SRR5967773	692319	2503	1
SRR5957591	68535	4971	9
SRR5960852	149709	5834	11
SRR5959258	28574	983	0
SRR5960961	420593	5170	8
SRR5964991	3169	621	0
SRR5959308	77506	1535	0
SRR5958836	1960327	4877	5
SRR5960425	514077	6543	3
SRR5959079	8287	784	0
SRR5958860	31271	2615	5
SRR5964933	5510	878	0
SRR5960570	158064	5129	3
SRR5960434	1847344	6549	3
SRR5960694	56854	2806	3
SRR5960354	1020081	7661	3
SRR5957521	232591	5988	9
SRR5968072	30063	1271	7
SRR5960289	109475	4235	3
SRR5959798	1063134	7336	10
SRR5959414	5892	540	0
SRR5959391	28782	855	0
SRR5958976	704109	5571	5
SRR5959745	225065	3541	4
SRR5967510	719824	4944	1
SRR5961017	505423	5753	8
SRR5957511	146487	3759	9
SRR5960077	143539	4912	4
SRR5957539	89429	3672	9
SRR5959393	10963	556	0
SRR5960454	492735	3238	7
SRR5957468	29543	3441	9
SRR5960349	339704	5731	3
SRR5968167	1370883	4506	7
SRR5959913	325186	3670	4
SRR5961218	815516	5612	8
SRR5964707	7444	885	0
SRR5957411	145652	5654	9
SRR5959818	468942	5001	4
SRR5967955	384027	3064	1
SRR5967748	649771	2680	1
SRR5959399	3775	315	0
SRR5968036	361439	3333	7
SRR5957487	259869	3821	9
SRR5960088	181866	4489	4
SRR5960382	184010	5159	3
SRR5961469	1200684	5727	1
SRR5960356	660685	6185	3
SRR5968188	535475	3140	7
SRR5959267	1108	256	0
SRR5967876	607939	3778	1
SRR5960053	89958	3632	4
SRR5967918	822360	3424	1
SRR5960698	886277	6228	3
SRR5958794	384809	5372	5
SRR5965100	2692	547	0
SRR5960146	196754	3460	10
SRR5959909	142569	2650	4
SRR5959999	316186	5807	10
SRR5957454	356968	3583	9
SRR5957562	24271	3243	9
SRR5964989	3970	703	0
SRR5959271	1461	278	0
SRR5964788	17566	1396	0
SRR5959029	109404	3899	5
SRR5960528	483684	5766	3
SRR5960622	2106935	6460	3
SRR5959771	352398	5839	10
SRR5961032	709575	5811	8
SRR5967678	319099	2758	1
SRR5965038	13104	1281	0
SRR5959885	302364	5471	10
SRR5960045	58036	3786	4
SRR5967969	38223	1594	7
SRR5959413	60839	1238	0
SRR5960322	1715881	5891	3
SRR5958750	132099	4637	5
SRR5959826	232322	4127	4
SRR5961091	460727	5553	8
SRR5967502	498359	3288	1
SRR5957397	129912	3406	9
SRR5960395	73260	4139	3
SRR5959834	186291	5013	10
SRR5967797	857777	4692	1
SRR5967698	717804	2889	1
SRR5960573	597841	3899	3
SRR5960411	184691	4873	3
SRR5960206	726702	6963	10
SRR5960375	516803	5811	3
SRR5958757	100047	3630	5
SRR5959873	2357248	9654	10
SRR5960330	893192	6768	3
SRR5960458	3662462	6257	3
SRR5957507	141184	5446	9
SRR5960576	293082	5584	3
SRR5958880	133202	3141	5
SRR5961060	85472	3516	8
SRR5960533	20706	1843	3
SRR5964769	3825	700	0
SRR5965009	9449	993	0
SRR5958883	249575	5522	5
SRR5961357	846378	4479	1
SRR5967763	520659	4143	1
SRR5964923	16559	1382	0
SRR5959300	44566	1097	0
SRR5959357	83722	1527	0
SRR5967509	364244	2933	1
SRR5958713	6973	2176	5
SRR5959020	29171	3634	5
SRR5959817	296820	4653	4
SRR5957496	23181	3197	9
SRR5958803	22455	2813	5
SRR5960462	2446789	6086	3
SRR5959365	8245	776	0
SRR5959174	20707	830	0
SRR5959397	49476	1181	0
SRR5964938	3104	601	0
SRR5959728	124808	3480	4
SRR5967745	617709	4060	1
SRR5959325	98115	1323	0
SRR5968198	34790	2510	7
SRR5960431	178890	4211	3
SRR5958788	99839	4332	5
SRR5967640	664588	4452	1
SRR5960874	1196560	7309	8
SRR5965095	6313	809	0
SRR5958858	43360	3167	5
SRR5961282	272068	5468	11
SRR5964767	4750	747	0
SRR5957364	14365	2897	9
SRR5960563	194786	5426	3
SRR5959980	130105	2944	4
SRR5964800	2841	553	0
SRR5958998	327502	1399	1
SRR5957390	19688	3419	9
SRR5967887	559594	2293	1
SRR5960058	323308	5058	10
SRR5960304	25090	1484	7
SRR5961447	601902	3800	1
SRR5964889	13439	1280	0
SRR5957381	72673	2817	9
SRR5958959	141355	3600	5
SRR5959825	91526	3327	4
SRR5960327	66720	3955	3
SRR5958964	2283032	4982	5
SRR5961437	606346	4052	1
SRR5968079	59869	1979	7
SRR5958704	91616	4051	11
SRR5957410	143652	5607	9
SRR5960749	982959	6160	3
SRR5960195	748185	7069	10
SRR5957377	53815	4395	9
SRR5959960	35285	4375	4
SRR5961216	771892	6330	8
SRR5960410	549070	4548	3
SRR5967768	1357210	3558	1
SRR5960618	1823599	6430	3
SRR5961450	590451	3796	1
SRR5958886	13014	2655	5
SRR5965139	8712	1047	0
SRR5958662	316394	3739	5
SRR5959803	520074	5912	10
SRR5964741	2911	533	0
SRR5960303	9681	844	7
SRR5960421	137857	4068	3
SRR5959340	71331	1058	2
SRR5959789	75494	3898	4
SRR5959225	27743	977	0
SRR5960393	38735	2745	3
SRR5967837	1496979	3925	1
SRR5967712	546572	4297	1
SRR5959795	2094321	8685	10
SRR5959180	14098	843	0
SRR5960026	422737	5820	10
SRR5959857	776540	6585	10
SRR5960387	137063	4623	3
SRR5964878	75130	1336	2
SRR5960500	290755	4302	3
SRR5958842	8423	1831	5
SRR5959283	4256	457	0
SRR5958855	81865	4655	5
SRR5959418	13268	801	0
SRR5957380	113929	5226	9
SRR5960580	2243342	6697	3
SRR5957486	89361	2890	9
SRR5967478	790354	3163	1
SRR5957343	177790	4139	9
SRR5960057	388336	5645	10
SRR5959401	8890	614	0
SRR5959307	158580	1026	2
SRR5960128	1348572	7797	10
SRR5960441	39280	3694	3
SRR5959127	44412	985	0
SRR5964657	10794	1137	0
SRR5959311	57771	1208	0
SRR5957540	40276	2759	9
SRR5957432	57935	4444	9
SRR5957428	28699	3710	9
SRR5964940	12659	1254	0
SRR5958912	28834	3470	5
SRR5959175	1393	278	0
SRR5958763	60172	3807	5
SRR5960811	121831	4153	8
SRR5960882	705757	6453	8
SRR5961162	474852	5691	8
SRR5959058	1878	346	0
SRR5959777	812731	4903	4
SRR5960038	80389	2652	4
SRR5957460	626526	4203	9
SRR5959261	12441	754	0
SRR5964916	2878	652	0
SRR5959149	64816	1216	0
SRR5960170	84807	3941	4
SRR5959064	5190	581	0
SRR5968100	22149	1580	7
SRR5960566	764047	7136	3
SRR5961352	756087	4483	1
SRR5961378	573140	3497	1
SRR5959186	8434	641	0
SRR5958683	192260	4063	5
SRR5961421	677832	4300	1
SRR5967512	362477	2990	1
SRR5958950	83257	3711	5
SRR5968152	78883	1945	7
SRR5959009	16089	2631	5
SRR5958961	340113	4580	5
SRR5959371	1061	279	0
SRR5958817	8574	1880	5
SRR5960771	308240	5943	3
SRR5960374	260193	6166	3
SRR5959100	4716	447	0
SRR5959810	203511	4420	4
SRR5960663	216952	5616	3
SRR5960372	518689	6545	3
SRR5958722	117687	3087	5
SRR5957483	49597	2905	9
SRR5960674	348478	6504	3
SRR5960449	437183	2253	7
SRR5959015	549686	3965	5
SRR5958844	58041	3377	5
SRR5967677	378855	3412	1
SRR5960081	277013	4539	4
SRR5964644	4174	789	0
SRR5959195	18509	865	0
SRR5968117	601776	3440	7
SRR5960000	207372	4834	10
SRR5958703	264265	4274	5
SRR5960466	153629	3984	3
SRR5959785	685796	4974	4
SRR5961145	156048	5979	11
SRR5959181	12907	748	0
SRR5967758	444696	3564	1
SRR5967882	664048	4559	1
SRR5961001	319274	6234	8
SRR5959094	3113	413	0
SRR5960134	510579	7085	10
SRR5967770	1395793	4175	1
SRR5957494	646127	4198	9
SRR5967559	950326	5244	1
SRR5964911	11516	1360	0
SRR5961016	238128	5316	8
SRR5965019	1470	446	0
SRR5957473	15871	2909	9
SRR5958878	14195	2749	5
SRR5958939	167733	4232	11
SRR5959108	58657	1184	0
SRR5967476	318343	3377	1
SRR5960142	357946	5088	4
SRR5960748	97555	4419	3
SRR5959956	66440	5038	4
SRR5961143	324679	5188	8
SRR5960664	64497	3245	3
SRR5959246	26850	907	0
SRR5960666	60555	3607	3
SRR5958848	8918	1796	5
SRR5965028	3114	614	0
SRR5965020	3878	792	0
SRR5960065	862406	7332	10
SRR5964795	3500	668	0
SRR5968049	673371	3753	7
SRR5960194	755376	4862	10
SRR5959082	28252	1122	0
SRR5960379	251896	5995	3
SRR5959890	284909	4707	4
SRR5959843	1674302	8793	10
SRR5959895	436631	4180	4
SRR5960002	567192	4125	10
SRR5959155	13470	801	0
SRR5960629	18588	2031	3
SRR5957396	165020	3871	9
SRR5959854	280079	5736	10
SRR5965106	5855	784	0
SRR5959948	260256	4606	4
SRR5960145	198337	5130	4
SRR5960472	98739	3796	3
SRR5960150	1727538	8324	10
SRR5958864	128026	4287	5
SRR5960459	1511573	5959	3
SRR5967526	811474	3457	1
SRR5959375	4955	505	0
SRR5961285	118686	4167	8
SRR5958799	96298	3315	5
SRR5960542	2253634	6264	3
SRR5958677	19372	2821	5
SRR5959733	426869	4651	4
SRR5959846	874772	7978	10
SRR5959065	7950	580	0
SRR5967521	765944	2591	1
SRR5960028	1701218	8645	10
SRR5959226	27083	911	0
SRR5959293	94525	1326	0
SRR5961294	426801	5802	8
SRR5959215	11571	600	0
SRR5967789	914499	4790	1
SRR5960013	806498	7365	10
SRR5959044	1036	244	2
SRR5959168	11142	660	0
SRR5960314	508433	6945	3
SRR5960660	2013989	4580	7
SRR5960127	1026213	7227	10
SRR5967568	442561	3605	1
SRR5959063	62648	1454	0
SRR5957520	177519	5924	9
SRR5959280	51878	1171	0
SRR5959775	720899	6048	4
SRR5957597	458564	4691	9
SRR5959242	3813	424	0
SRR5960617	282088	5603	3
SRR5964890	8641	1019	0
SRR5964970	801	280	0
SRR5964984	10986	947	0
SRR5957499	71496	5017	9
SRR5958884	12959	2838	5
SRR5960468	189141	3838	3
SRR5960047	84746	3775	4
SRR5959218	44445	1135	0
SRR5959121	36356	987	0
SRR5959918	707764	5403	10
SRR5957482	63317	3225	9
SRR5960520	551213	5523	3
SRR5957535	174943	3398	9
SRR5959251	12818	771	0
SRR5960562	553536	6605	3
SRR5959145	11714	672	0
SRR5968065	309741	2578	7
SRR5967984	492485	1762	7
SRR5957388	25695	3036	9
SRR5968024	71709	2454	7
SRR5957384	127640	5707	9
SRR5961002	678529	5671	8
SRR5960370	86145	4109	3
SRR5960833	344658	6146	8
SRR5959927	238523	4278	4
SRR5960519	395608	5250	3
SRR5958752	91648	3774	5
SRR5957465	155578	3109	9
SRR5958859	156896	4200	5
SRR5964805	20339	1510	0
SRR5960561	1101213	7073	3
SRR5957420	41779	4183	9
SRR5960469	160190	4289	3
SRR5957588	66833	2839	9
SRR5960859	609521	5888	8
SRR5959943	398428	4980	10
SRR5959831	247275	4448	7
SRR5961151	325871	5832	8
SRR5960532	147186	5719	3
SRR5961413	437834	3014	1
SRR5960574	224197	6386	3
SRR5957350	61715	5580	9
SRR5960476	159266	4469	3
SRR5960384	507195	5400	3
SRR5957493	318649	3971	9
SRR5965006	6010	986	0
SRR5959161	2280	376	0
SRR5968153	79589	2529	7
SRR5958804	109175	4326	5
SRR5960888	898646	7708	11
SRR5959206	7875	574	0
SRR5959273	9948	638	0
SRR5960061	78272	3555	10
SRR5961193	202127	5756	11
SRR5960171	97953	4283	4
SRR5960953	153460	4539	8
SRR5960931	636809	5929	8
SRR5960812	336486	4522	8
SRR5959147	83682	1218	0
SRR5967806	770432	2967	1
SRR5959039	28909	846	0
SRR5957557	332576	5514	9
SRR5961353	577482	3795	1
SRR5968164	106365	1850	7
SRR5961267	257631	5845	8
SRR5960371	55438	4460	3
SRR5961333	828368	4665	1
SRR5960140	104983	4665	4
SRR5960963	206110	4694	8
SRR5964836	7339	998	0
SRR5961044	287247	6214	11
SRR5968828	8033	1096	2
SRR7753789	247039	4995	6
SRR7753611	466614	5476	6
SRR7751156	5981	234	0
SRR5968262	107575	3210	7
SRR5961163	1053405	6440	8
SRR5961065	301986	5379	8
SRR7753404	62441	3974	6
SRR5960956	370783	5179	8
SRR5968583	43171	1757	2
SRR7753407	49858	3240	6
SRR5964822	21350	1202	0
SRR7751253	41683	737	2
SRR5968580	123620	2524	2
SRR7751162	3122	252	2
SRR5967920	617078	2863	1
SRR7753606	312211	5664	6
SRR5967993	80429	1446	7
SRR7753481	4049	1058	6
SRR5968284	56782	1493	7
SRR5961379	728606	4112	1
SRR5965082	559	225	2
SRR5968085	49945	2204	7
SRR5968025	269222	3431	7
SRR5968086	619404	2725	7
SRR5967671	267045	2674	1
SRR5968892	378251	4527	4
SRR7753756	516188	5019	6
SRR5967649	639781	4067	1
SRR5964642	18448	1506	0
SRR5968653	1927	430	2
SRR5968895	255198	3696	4
SRR5967679	308005	2835	1
SRR5959762	552544	6001	10
SRR7753347	599888	5297	6
SRR7751137	153679	1390	2
SRR7753626	14934	2028	6
SRR5968608	36091	3208	5
SRR5968742	144782	3246	2
SRR5969086	1034006	3690	4
SRR7751302	18232	489	2
SRR5968999	715395	5149	4
SRR5961280	87281	3586	8
SRR5968617	963	275	2
SRR7751270	1656	205	2
SRR5968331	7593	699	7
SRR5968920	811699	3871	4
SRR7753602	27748	2780	6
SRR7753501	125745	4118	6
SRR7753595	357312	5208	6
SRR5960801	517093	5264	8
SRR5968573	2104	548	2
SRR7753831	70400	3092	6
SRR5960872	1153714	8140	8
SRR5969089	1493768	4853	4
SRR5968434	5680	881	2
SRR5968433	1052	369	0
SRR5968074	25134	1226	7
SRR5960895	388265	6424	11
SRR7753706	59444	3789	6
SRR5967627	340726	2928	1
SRR5968761	39918	1652	2
SRR5968626	35450	1760	2
SRR5968680	26568	3711	5
SRR5961326	642567	3823	1
SRR5961349	261480	2630	1
SRR7751320	23041	671	0
SRR5964927	13014	1374	2
SRR5968666	13207	1188	2
SRR5968877	439872	4659	4
SRR5964891	5232	715	0
SRR5968240	779411	3849	7
SRR7753480	3961802	7719	6
SRR5968132	150283	3357	7
SRR5968793	45357	1895	2
SRR5960776	164864	4320	3
SRR5967790	519822	3564	1
SRR5968905	308589	4797	4
SRR5968300	315361	2257	7
SRR5964809	10280	942	0
SRR5968010	1613	275	7
SRR5965116	9020	1200	0
SRR5961175	516845	6376	11
SRR5968454	32071	1616	2
SRR5960593	533587	6987	3
SRR5968986	504288	5506	4
SRR7751335	4885	274	2
SRR5967625	913052	5275	1
SRR5968467	1456	459	2
SRR5961380	686922	4411	1
SRR5968604	14476	2660	5
SRR7753834	18241	2324	6
SRR5967522	649091	2749	1
SRR7753692	117147	4616	6
SRR5968969	431750	4132	4
SRR5961045	468038	7006	11
SRR5964732	14402	987	0
SRR7753653	47328	3150	6
SRR5968796	1876	520	2
SRR5961039	361688	5070	8
SRR5968734	94530	2978	2
SRR5968348	1095445	5292	7
SRR7753766	74074	3572	6
SRR5968047	47902	1804	7
SRR7751110	23081	619	2
SRR5961228	269797	5165	8
SRR7753710	171580	5477	6
SRR5968396	9064	2122	5
SRR5964748	5298	814	0
SRR7753630	849918	6856	6
SRR5968251	187653	2813	7
SRR5961287	140334	3710	8
SRR5968934	244336	3817	4
SRR7753546	16031	2147	6
SRR5961179	134988	4908	11
SRR5968463	2555	602	2
SRR5968859	29891	1861	2
SRR5968329	101056	1955	7
SRR5968426	4613	1447	5
SRR5968416	175967	3343	2
SRR5968824	22235	1460	2
SRR7753614	6754	1508	6
SRR5968618	1281	358	2
SRR7751237	18748	625	2
SRR7753739	6092	348	2
SRR7753383	5374812	7733	6
SRR5967641	666113	3961	1
SRR5961158	203361	4811	8
